,Unnamed: 0,strategy,label
2127,2127,Requires re-direction and prompting,4
197,197,bring familiar things with him,0
468,468,Making sure the environment is comfortable. She is new to having house guest stay over or vice versa. ,0
2012,2012,"For meals, bedtime and personal care we are working hard to increase her vocabulary/sign language which should help her understanding and anticipating the routines. ",3
912,912,Singing a specific song during activity to trigger her to know what's coming next,0
1846,1846,offering rewards,2
234,234,"At meal time with jars of baby food, I usually have to distract him to finish his meals. He also won't feed himself.",0
2028,2028,Practice routine with therapists to help establish structure,3
1429,1429,To dry himself off after bath time.,1
2265,2265,No clue. ,4
623,623,Being well rested ahead of time (not too many distractions/stimulus),0
625,625,"Mom provides comb, mirror and other items so [name] can take care of herself in a better way",0
2601,2601,I tried not to burst out laughing.,4
1033,1033,sit down with her and show her how to play an activity,0
1905,1905,reminding her to stay on task,2
524,524,Put her in her seated chair & walker to build strength for movement,0
412,412,"Make sure [name] has snacks throughout the day, I have noticed when he has not eaten his behaviors are aorse",0
1410,1410,Include her in everyghing we do I  whatever way we can.  ,1
2642,2642, he has toddler diarrhoea. ,4
2269,2269,This is probably more me that needs to change how I prep meals to get he involved. She is very interested but sometimes I find it too difficult to include her as much as possible,4
756,756,To get her to take a bath or shower she has either toys or plays with the sprayer in the shower.,0
1840,1840,Have materials available for her to see so she can choose what she wants to play with,2
2855,2855,now singling him out more and more ,4
351,351,Organize more playgroups so he can meet new/more friends,0
2084,2084,Practice and practice works well with him.,3
1634,1634,Get child more comfortable with loud noises even if during naptime,1
79,79,hand her wipes to clean hands and face or table,0
1900,1900,"I allow my daughter to pick out the clothes she wants to wear, from several different weather appropriate outfits. She likes to pick out matching colors and will tell me this matches.",2
2790,2790,I'm not saying this book will work for everyone ,4
2600,2600,"In general, some children have large tonsils and adenoids, which may be the main cause of snoring.",4
1025,1025,"As of now, we haven't come up with a successful strategy to improve [name]'s social skills. He is very disinterested in anyone other than his parents. We plan on getting him in a social group run by the same therapists who he sees for behavior therapy once a week.",0
38,38,We practice various exercises with him every day even if it means just a few minutes a day.,0
2591,2591, that others are in the same situation as us ,4
2289,2289,I would love to sign him up for some sort of music class. He loves music,4
280,280,Mom sets everything in the bathtub so [name] take bath on her own,0
744,744,Save money to hire a babysitter for parent night out. ,0
1379,1379,Going to places where it is not too big so we can give him the unstructured opportunities.,0
2930,2930,the underlying cause of your son's fever.,4
1693,1693,Ask him to wash his hands with my help,1
488,488,plan for adequate amounts of outside play,0
667,667,Invite more kids with similar developmental disorder (autism) for play dates,0
2253,2253,As he gets older I want him to participate more on a daily basis. ,4
274,274,"activity carts at stores (i.e. race cars, etc)",0
2621,2621,there is something different about your child ,4
1801,1801,Physical and verbal prompts and structuring.,2
2610,2610,"Just want it to go away, for obvious reasons",4
1374,1374,Give her more time to complete the task.,0
2309,2309,We are really involved. ,4
2158,2158,Same problem as last question,4
163,163,"We are using OT ideas of practicing pre-self-dressing skills such as putting sock on doorknob. We use a shoe horn to help him get his shoes on. We suggest he look for signals on clothing to indicate how to put on, such as tags.",0
846,846,Mommy groups,0
660,660,Very caring teachers who value inclusion ,0
2297,2297,I would love to be able to have *name* feeling better and healthy enough to not fear to take him out to a gathering not knowing if a simple virus could lead him to the ICU,4
2869,2869,He is 14 & a half & has Pectus carinatum. ,4
1939,1939,Lots of options for parallel play. ,2
1123,1123,Take [name] to meet new children in community,0
1826,1826,Giving lots of options to choose from,2
2685,2685,he really isn't happy and I was just wondering is there anything I can do to help him adjust,4
155,155,give lots of hugs,0
172,172,Better schedule/free time,0
814,814,choosing a pretty dress to wear for the day,0
2734,2734,and now my daughter is starting to do the same things,4
2798,2798,"when she is with him, ",4
719,719,"The daycare staff are wonderful, helpful, and engaged.",0
2328,2328,[name] is 12 months old ,4
2778,2778, he is much calmer and easier to get along with. ,4
636,636,When presented with a schedule my child is very involved and does what he's asked (to the best of his ability) without much resistance. We try and make a picture schedule for him whenever possible.,0
855,855,"With the help of his compression vest and his communication book, we've been able to come back to school for activities with minimal tantrums from [name].",0
497,497,keeping trips short and focused,0
2233,2233,We have in mind the extent to which the child can concentrate and control their body.,4
1468,1468,Give her cloth to wipe her high chair tray after meal time.,1
423,423,Find new things to do each week.,0
1411,1411,Treat him the same as we do the other kids,1
3075,3075,her pickiness does not have any consistency.,4
596,596,"The only weekly activity chosen specifically by our son is the therapeutic riding.  It's once a week on Tuesday evenings around 7:15 p.m.  We arrive around 7:00 and he knows that he has to be fitted for his helmet first, then wait with one of us by the sign for a trainer to come and get him.  He was beaming on the day of his first lesson.  He yelled out to us, ""I'm doing great!""  It is building his confidence and self-esteem.  More and more we are hearing him say that he is a big boy and that he is getting stronger.  There are a total of four riders in the group and the trainers are really good about having the riders interact with each other, greeting, and encouraging each other.  It's awesome!  We are going to do this activity all year long.  If we can get two lessons a week we will.  He loves it!",0
2306,2306,I would love to have him sign up for music classes and to be able to socially learn music,4
2516,2516,kind of where your head/neck meet.,4
313,313,"We practice/pretend brushing the teeth of a stuffed animal to encourage him to do it, too. ",0
