,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Dataset,ID,strategy,broad activity ,setting ,label,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1171,1171,1191,1748,1748,2072,SNF Supp.,146,We watch a cartoon while we eat. I would like to limit that time as well. We are trying to cut screen time from one meal at a time. Right now we are working on dinnertime. ,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1172,1172,1181,1738,1738,2062,SNF Supp.,146,"Making a deal: ""First eat your dinner, THEN we can ___""",basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
1173,1173,1189,1746,1746,2070,SNF Supp.,146,"We bring activities when we dine out, and try to keep the meal short",neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1174,1174,1178,1735,1735,2059,SNF Supp.,146,"Giving her specific tasks to accomplish instead of the vague ""clean up this room"" we say ""please put the castle away""",chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1175,1175,1187,1744,1744,2068,SNF Supp.,146,"She's an active girl, so she loves being outside. We model pieces of equipment at the park when she is unsure, but other than that we allow her to try to do as much independently as possible.",recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1176,1176,1184,1741,1741,2065,SNF Supp.,146,"Not being there allows her to focus more on the group and the activities. If I (or my spouse) is present, she is constantly checking back with us, or only interacting with us.",classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1177,1177,1176,1733,1733,2057,SNF Supp.,146,availability of parks,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1178,1178,1186,1743,1743,2067,SNF Supp.,146,setting routines for chores,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1179,1179,1188,1745,1745,2069,SNF Supp.,146,Speaking about the activities with enthusiasm. Engaging her beforehand to prepare her for what she will see/experience,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1180,1180,1183,1740,1740,2064,SNF Supp.,146,Modeling hygiene/eating and then having her copy,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1181,1181,1179,1736,1736,2060,SNF Supp.,146,Going to the park at least once a week to encourage socialization with unfamiliar people,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1182,1182,1177,1734,1734,2058,SNF Supp.,146,Creating songs to go with the activity,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1183,1183,1180,1737,1737,2061,SNF Supp.,146,"I bring an ipod loaded with her ""games"" for appointments",neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1184,1184,2140,2697,2697,3021,SNF Supp.,634,Be aware of the activities the public offers.,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1185,1185,2147,2704,2704,3028,SNF Supp.,634,To dry himself off after bath time.,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1186,1186,2151,2708,2708,3032,SNF Supp.,634,We teach them and speak to them lovingly.,home,home,3.0,,,,,,,,,,,,,,,,,,,,
1187,1187,2149,2706,2706,3030,SNF Supp.,634,We lead them in these activities. We're very hands on.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1188,1188,2142,2699,2699,3023,SNF Supp.,634,Brushing his own teeth well enough for me to not have to intervene.,basic care routine,home,4.0,,,,,,,,,,,,,,,,,,,,
1189,1189,2141,2698,2698,3022,SNF Supp.,634,Being close to the activities so it doesn't cost us much in gas.,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1190,1190,2145,2702,2702,3026,SNF Supp.,634,Put dishes away more often after a meal.,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1191,1191,2148,2705,2705,3029,SNF Supp.,634,To wash his own body during bath time.,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1192,1192,2146,2703,2703,3027,SNF Supp.,634,Putting his dishes within reach so he can get his own drink.,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1193,1193,2150,2707,2707,3031,SNF Supp.,634,"We set the tone for a loving, kind, encouraging atmosphere.",home,home,0.0,,,,,,,,,,,,,,,,,,,,
1194,1194,2143,2700,2700,3024,SNF Supp.,634,Have healthy children so that we can participate.,community,community,4.0,,,,,,,,,,,,,,,,,,,,
1195,1195,2144,2701,2701,3025,SNF Supp.,634,Help his younger brother pick up his toys.,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1196,1196,657,1128,1128,1450,WC 6m,01-054,I try to teach her to brush her teeth herself so she could learn overtime.,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1197,1197,656,1127,1127,1449,WC 6m,01-054,Being in a foster home there isn't much gatherings but when there is she is involved.,social ,home,4.0,,,,,,,,,,,,,,,,,,,,
1198,1198,659,1130,1130,1452,WC 6m,01-054,I would like her to participate in more activities that can challenge her learning.,play,home,4.0,,,,,,,,,,,,,,,,,,,,
1199,1199,658,1129,1129,1451,WC 6m,01-054,I would like her to care for her foster siblings more.,chore,home,4.0,,,,,,,,,,,,,,,,,,,,
1200,1200,660,1140,1140,1462,WC 6m,01-054,"Overtime, I will enforce that she uses her teeth to chew slowly instead of eating blended food. ",basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
1201,1201,661,1141,1141,1463,WC 6m,01-054,"Things that is done at home are acticities that make the child learn more shapes, alphabets, colours & numbers.",home,home,4.0,,,,,,,,,,,,,,,,,,,,
1202,1202,990,1547,1547,1871,SNF Supp.,99,Learn to involve himself in washing/wiping his hands/face.  But that'll come as he grows.,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1203,1203,985,1542,1542,1866,SNF Supp.,99,"Growing older, child still too young",community,community,4.0,,,,,,,,,,,,,,,,,,,,
1204,1204,980,1537,1537,1861,SNF Supp.,99,Develop better pincer grasp,chore,home,4.0,,,,,,,,,,,,,,,,,,,,
1205,1205,984,1541,1541,1865,SNF Supp.,99,Grow up :),community,community,4.0,,,,,,,,,,,,,,,,,,,,
1206,1206,977,1534,1534,1858,SNF Supp.,99,Babyproof home,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1207,1207,991,1548,1548,1872,SNF Supp.,99,Learn to walk and crawl on quadruped.,chore,home,3.0,,,,,,,,,,,,,,,,,,,,
1208,1208,979,1536,1536,1860,SNF Supp.,99,Changing stations in bathrooms,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1209,1209,995,1552,1552,1876,SNF Supp.,99,Slowly introduce more celebrations at home,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1210,1210,997,1554,1554,1878,SNF Supp.,99,We need to attend more religious/spiritual gatherings in order to do this,community sponsored,community,4.0,,,,,,,,,,,,,,,,,,,,
1211,1211,993,1550,1550,1874,SNF Supp.,99,Outsource more work from home to allow us to attend more birthday parties/gatherings on the weekend (we work weekends),social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1212,1212,981,1538,1538,1862,SNF Supp.,99,Develop pincer grasp for better picking up of finger foods so he can do it by himself.,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1213,1213,983,1540,1540,1864,SNF Supp.,99,Good places for naptime,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1214,1214,996,1553,1553,1877,SNF Supp.,99,Strengthen lip muscles through mouth exercises to allow drinking easily with a cup.,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1215,1215,988,1545,1545,1869,SNF Supp.,99,Hire a house cleaner to allow for a safer/cleaner environment for child to explore throughout house,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1216,1216,998,1555,1555,1879,SNF Supp.,99,We need to go out more,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1217,1217,989,1546,1546,1870,SNF Supp.,99,Hire a sitter to come at home for stimulation while we work from home,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1218,1218,992,1549,1549,1873,SNF Supp.,99,More regular exercise of activities recommended by therapists,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1219,1219,987,1544,1544,1868,SNF Supp.,99,Have items necessary for sanitation for activities so child does not get sick,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1220,1220,986,1543,1543,1867,SNF Supp.,99,Have child used to strangers feeding,community sponsored,community,2.0,,,,,,,,,,,,,,,,,,,,
1221,1221,978,1535,1535,1859,SNF Supp.,99,Better schedule/free time,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1222,1222,982,1539,1539,1863,SNF Supp.,99,Get child more comfortable with loud noises even if during naptime,social ,home,1.0,,,,,,,,,,,,,,,,,,,,
1223,1223,994,1551,1551,1875,SNF Supp.,99,Perhaps help encourage drinking from cup and self feeding so it's less work for the daycare,community sponsored,community,1.0,,,,,,,,,,,,,,,,,,,,
1224,1224,275,496,496,726,WC Baseline ,02-037,Mediate to help her use her words to express herself so as to not get frustrated and physical,daycare/preschool,daycare/preschool,3.0,,,,,,,,,,,,,,,,,,,,
1225,1225,279,500,500,730,WC Baseline ,02-037,[name] enjoys certain types of foods. Expanding the types of foods (going beyond chocolate and fries,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1226,1226,752,1309,1309,1633,WC 6m,02-037,We read books together,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1227,1227,751,1308,1308,1632,WC 6m,02-037,We go for walks and go fishing or other outdoor activities,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1228,1228,281,502,502,732,WC Baseline ,02-037,When she is with me on Fridays we will go to the parent/tot at the Waldorph school,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1229,1229,748,1305,1305,1629,WC 6m,02-037,Allowing her her independence to learn,daycare/preschool,daycare/preschool,1.0,,,,,,,,,,,,,,,,,,,,
1230,1230,272,493,493,723,WC Baseline ,02-037,Encourage independent play with friends,daycare/preschool,daycare/preschool,1.0,,,,,,,,,,,,,,,,,,,,
1231,1231,282,503,503,733,WC Baseline ,02-037,"When the weather is nice we often will do outdoor activities (walks, feed the ducks, play on the swings/playground)",home,home,0.0,,,,,,,,,,,,,,,,,,,,
1232,1232,750,1307,1307,1631,WC 6m,02-037,"Encouraging her to use her words and ""helping hands"" ",daycare/preschool,daycare/preschool,1.0,,,,,,,,,,,,,,,,,,,,
1233,1233,753,1310,1310,1634,WC 6m,02-037,We talk about how things affect our feelings and what our body is telling us. Working on potty trg,home,home,1.0,,,,,,,,,,,,,,,,,,,,
1234,1234,274,495,495,725,WC Baseline ,02-037,Letting [name] choose what goes on her plate and encouraging her or praising when she eats something new,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1235,1235,278,499,499,729,WC Baseline ,02-037,She is with me on the weekends while I'm in school so we are generally playing a lot of the time,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1236,1236,273,494,494,724,WC Baseline ,02-037,Getting [name] involved in preparing the food,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1237,1237,277,498,498,728,WC Baseline ,02-037,She and I read books together. She has an active imagination so we also play toys and acting out of the toys (role playing),home,home,0.0,,,,,,,,,,,,,,,,,,,,
1238,1238,280,501,501,731,WC Baseline ,02-037,This is probably more me that needs to change how I prep meals to get he involved. She is very interested but sometimes I find it too difficult to include her as much as possible,chore,home,4.0,,,,,,,,,,,,,,,,,,,,
1239,1239,276,497,497,727,WC Baseline ,02-037,Praise her when she participates and uses her words. Having the teacher help her so she gets comforable with people other than mom/dad,daycare/preschool,daycare/preschool,1.0,,,,,,,,,,,,,,,,,,,,
1240,1240,749,1306,1306,1630,WC 6m,02-037,Encouraging her to try new things and make friends independent of her parents,daycare/preschool,daycare/preschool,1.0,,,,,,,,,,,,,,,,,,,,
1241,1241,3092,3649,3899,4223,SNF Supp.,980,"Since [name] can suffer from sensory overload very easily, we will put his compression vest on him in a crowded, high paced environment. We also will stay off to the side until [name] feels comfortable joining the crowd.",socializing,home,0.0,,,,,,,,,,,,,,,,,,,,
1242,1242,3083,3640,3890,4214,SNF Supp.,980,Having an aide for classes (i.e. gymnastics) helps [name] participate.,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1243,1243,3085,3642,3892,4216,SNF Supp.,980,If we make a list of what we need from the store [name] likes to check things off one by one. ,outing ,community,0.0,,,,,,,,,,,,,,,,,,,,
1244,1244,3093,3650,3900,4224,SNF Supp.,980,"Since he is resistant to changes in his routine, and is affected intensely by changes or new things, we sometimes will use a vest that applies deep pressure to his chest and back. It's very calming and when he is calm, he is much more compliant, which is essential for getting him to sleep at a decent time.",basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1245,1245,3103,3660,3910,4234,SNF Supp.,980,"With the help of his compression vest and his communication book, we've been able to come back to school for activities with minimal tantrums from [name].",educational,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1246,1246,3082,3639,3889,4213,SNF Supp.,980,"Getting to know [name]'s PODD communication book is very helpful. He doesn't always use it, but when he needs it it's good if the person he needs to speak with is familiar with it.",home,home,0.0,,,,,,,,,,,,,,,,,,,,
1247,1247,3091,3648,3898,4222,SNF Supp.,980,"Schedules/Communication Book/Vest, all help when he is feeling lost or confused, which can lead to tantrums",outing ,community,0.0,,,,,,,,,,,,,,,,,,,,
1248,1248,3077,3634,3884,4208,SNF Supp.,980,"As of now, we haven't come up with a successful strategy to improve [name]'s social skills. He is very disinterested in anyone other than his parents. We plan on getting him in a social group run by the same therapists who he sees for behavior therapy once a week.",chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1249,1249,3090,3647,3897,4221,SNF Supp.,980,"Schedules, social stories, vest, etc.",community,community,0.0,,,,,,,,,,,,,,,,,,,,
1250,1250,3098,3655,3905,4229,SNF Supp.,980,We try and bring things [name] is familar with (favorite toys or blankets) to help him with everything being very new and different for him. It helps with his anxiety. ,recreational,community,2.0,,,,,,,,,,,,,,,,,,,,
1251,1251,3081,3638,3888,4212,SNF Supp.,980,"[name] has some trouble with pretend play. We model appropriate pretend play for him as often as possible but as of now he just isn't very interested, although he does like to watch us pretend to be something we're not. He smiles a lot and laughs when appropriate.",play,home,2.0,,,,,,,,,,,,,,,,,,,,
1252,1252,3076,3633,3883,4207,SNF Supp.,980,"Again, a 4-6 step schedule with simple pictures helps immeasurably. He knows precisely what is asked of him and follows everything to the letter.",chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1253,1253,3095,3652,3902,4226,SNF Supp.,980,"The school has been more helpful this year about letting us know about activites outside of school, so we will be talking to his teachers and seeing which ones they think would be a great fit for [name].",group,community,0.0,,,,,,,,,,,,,,,,,,,,
1254,1254,3096,3653,3903,4227,SNF Supp.,980,We also give screen time a little more freely because he can focus on the movie or game and not focus on how he's scared to be away from what he knows best.,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1255,1255,3087,3644,3894,4218,SNF Supp.,980,"One strategy we have is to ignore [name] when in the throes of a tantrum. As long as he isn't hurting anyone or himself we just let him go until he's done. Sometimes we need a bean bag for him to sit on (again, he likes deep pressure and compression) or he can look at a ""calm down jar"" which is sort of like a snow globe.",home,home,0.0,,,,,,,,,,,,,,,,,,,,
1256,1256,3079,3636,3886,4210,SNF Supp.,980,Compression vest for the deep pressure he's usually seeking,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1257,1257,3084,3641,3891,4215,SNF Supp.,980,If we can plan out our entire day and use his schedules it helps [name] a lot.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1258,1258,3100,3657,3907,4231,SNF Supp.,980,"We've implemented a 3 drawer system for [name]. He has to finish the activities in the drawers, one at a time, before he can move onto a more preferred activity. This, coupled with his schedule, have helped a lot with keeping [name]'s limited attention span in check.",play,home,2.0,,,,,,,,,,,,,,,,,,,,
1259,1259,3080,3637,3887,4211,SNF Supp.,980,"[name] fixates on any screen time he gets, so we already try to limit it. We go for walks and go to the park. We try not to have the tv on much during the day if we can help it. If the tv is off when [name] wakes up, he will go to play with his toys rather than ask for a favorite movie. ",play,home,0.0,,,,,,,,,,,,,,,,,,,,
1260,1260,3099,3656,3906,4230,SNF Supp.,980,We will try to make a schedule if we have an idea of what the party or visit is going to entail. [name] likes seeing each step when it's done and he can move on to the next step.,socializing,home,0.0,,,,,,,,,,,,,,,,,,,,
1261,1261,3086,3643,3893,4217,SNF Supp.,980,"My son is very responsive to praise, so another strategy is to be over the top about how happy I am when he complies or does something he didn't use to be able to do (i.e. zip clothes, put on/take off clothes, etc.)",basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1262,1262,3089,3646,3896,4220,SNF Supp.,980,Schedules for activities that he can look at,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1263,1263,3078,3635,3885,4209,SNF Supp.,980,"Aside from lots of prompting from parents and caretakers, there isn't much we've found that makes [name] interested in socializing with peers. He has a few friends he will follow around but he mostly prefers being by himself. At school he is forced to interact with peers and I assume with time it will be more normal for him to interact with peers. ",educational,daycare/preschool,4.0,,,,,,,,,,,,,,,,,,,,
1264,1264,3097,3654,3904,4228,SNF Supp.,980,"We are hoping that some additional occupational therapy will help him self-soothe when he's feeling anxiety, and this will help him remain calm and enjoy his time out with lots of people.",community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1265,1265,3094,3651,3901,4225,SNF Supp.,980,"Social stories help a LOT with things like Doctor appointments, haircuts, etc.",outing ,community,0.0,,,,,,,,,,,,,,,,,,,,
1266,1266,3102,3659,3909,4233,SNF Supp.,980,"When presenting my son with a new routine or an addition to the environment he's comfortable in, I use social stories. We read them and they have simple pictures to help my son understand the story, since his issues are mainly with receptive language. He memorizes his social stories and they help him when he's having trouble.",chore,home,0.0,,,,,,,,,,,,,,,,,,,,
