,Unnamed: 0,ID,Entries,Forum,Forum size (# of posts),Age of Child,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,label,strategy
1636,1636,3145,"sorry for my mistake,",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"sorry for my mistake,"
1637,1637,3145, But he does not like her to skype with you ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, But he does not like her to skype with you 
1638,1638,3145,during his week? ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,during his week? 
1639,1639,3145,Is that correct?,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Is that correct?
1640,1640,3145,It sounds as if she is trying to appease her father...,,,5,,,,,,,,,,,,,,,,,,,,,,,4,It sounds as if she is trying to appease her father...
1641,1641,3145,"if he thinks she is not being nice to you that will suit him, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"if he thinks she is not being nice to you that will suit him, "
1642,1642,3145,"she may be picking up on his negativity towards you, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"she may be picking up on his negativity towards you, "
1643,1643,3145,so thinks if she is nice to you he will stop her calling you.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,so thinks if she is nice to you he will stop her calling you.
1644,1644,3145,IF this is what is going on here ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,IF this is what is going on here 
1645,1645,3145,then he is not looking after his daughter's welfare and happiness. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,then he is not looking after his daughter's welfare and happiness. 
1646,1646,3145,But only interested in his own agenda.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,But only interested in his own agenda.
1647,1647,3145,that is very poor parenting ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,that is very poor parenting 
1648,1648,3145,in my honest opinion. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,in my honest opinion. 
1649,1649,3145,Whereas you want her to be happy.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Whereas you want her to be happy.
1650,1650,3145, I really feel for you being in this situation. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, I really feel for you being in this situation. 
1651,1651,3145,Good luck with the counselling. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Good luck with the counselling. 
1652,1652,3145,If what I am concluding is true ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,If what I am concluding is true 
1653,1653,3145,it could well help your case for custody ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,it could well help your case for custody 
1654,1654,3146,Out of curiousity ,,,,,,,,,,,,,,,,,,,,,,,,,,4,Out of curiousity 
1655,1655,3146,has anyone else's child had digestive problems ,,,,,,,,,,,,,,,,,,,,,,,,,,4,has anyone else's child had digestive problems 
1656,1656,3146,with their appendicts after having Kawasaki? Or anemia.,,,,,,,,,,,,,,,,,,,,,,,,,,4,with their appendicts after having Kawasaki? Or anemia.
1657,1657,3146, The reason I'm asking is our son has been having ongoing issues since. ,,,,,,,,,,,,,,,,,,,,,,,,,,4, The reason I'm asking is our son has been having ongoing issues since. 
1658,1658,3146,Is it possible that it is all connected vs. seperate issues. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,Is it possible that it is all connected vs. seperate issues. 
1659,1659,3146,I'm sorry for what your son has been going through ,,,,,,,,,,,,,,,,,,,,,,,,,,4,I'm sorry for what your son has been going through 
1660,1660,3146,I'm sure it must be very hard on you too. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,I'm sure it must be very hard on you too. 
1661,1661,3146,It does sound as though it could of been Kawasaki that was untreated.,,,,,,,,,,,,,,,,,,,,,,,,,,4,It does sound as though it could of been Kawasaki that was untreated.
1662,1662,3146, Did they do any blood work ,,,,,,,,,,,,,,,,,,,,,,,,,,4, Did they do any blood work 
1663,1663,3146,to rule out other causes? ,,,,,,,,,,,,,,,,,,,,,,,,,,4,to rule out other causes? 
1664,1664,3146,In my son's case he just had an echo after all of this time,,,,,,,,,,,,,,,,,,,,,,,,,,4,In my son's case he just had an echo after all of this time
1665,1665,3146, miraculously it was fine.,,,,,,,,,,,,,,,,,,,,,,,,,,4, miraculously it was fine.
1666,1666,3146, if he hasn't seen them already. ,,,,,,,,,,,,,,,,,,,,,,,,,,4, if he hasn't seen them already. 
1667,1667,3146,I really hope that you find some answers ,,,,,,,,,,,,,,,,,,,,,,,,,,4,I really hope that you find some answers 
1668,1668,3146,that your son's health improves. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,that your son's health improves. 
1669,1669,3146,I forgot to mention to you,,,,,,,,,,,,,,,,,,,,,,,,,,4,I forgot to mention to you
1670,1670,3146, that one of the thing sthat has been affected ,,,,,,,,,,,,,,,,,,,,,,,,,,4, that one of the thing sthat has been affected 
1671,1671,3146,is his energy level has declined. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,is his energy level has declined. 
1672,1672,3146,They is probably do the anemia though. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,They is probably do the anemia though. 
1673,1673,3146,Sorry about the grammatical errors (that not sthat),,,,,,,,,,,,,,,,,,,,,,,,,,4,Sorry about the grammatical errors (that not sthat)
1674,1674,3146, and that not they.,,,,,,,,,,,,,,,,,,,,,,,,,,4, and that not they.
1675,1675,3147,"I was wondering if you could help me,",,,,,,,,,,,,,,,,,,,,,,,,,,4,"I was wondering if you could help me,"
1676,1676,3147,Back in March this year my son was so poorly ,,,,,,,,,,,,,,,,,,,,,,,,,,4,Back in March this year my son was so poorly 
1677,1677,3147,"I didn't no what was wrong with him, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"I didn't no what was wrong with him, "
1678,1678,3147,"and they say it's viral, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"and they say it's viral, "
1679,1679,3147,this was going on for at least 2 weeks ,,,,,,,,,,,,,,,,,,,,,,,,,,4,this was going on for at least 2 weeks 
1680,1680,3147,I just couldn't keep his temputre down. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,I just couldn't keep his temputre down. 
1681,1681,3147,"Within a few days he developed this rash on his hands, feet, arms legs, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"Within a few days he developed this rash on his hands, feet, arms legs, "
1682,1682,3147,cracked lips & rash around his mouth. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,cracked lips & rash around his mouth. 
1683,1683,3147, they said it was hand foot and mouth. ,,,,,,,,,,,,,,,,,,,,,,,,,,4, they said it was hand foot and mouth. 
1684,1684,3147,he was just so poorly with the temperature ,,,,,,,,,,,,,,,,,,,,,,,,,,4,he was just so poorly with the temperature 
1685,1685,3147,he was going delirious. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,he was going delirious. 
1686,1686,3147,They said because he was ill ,,,,,,,,,,,,,,,,,,,,,,,,,,4,They said because he was ill 
1687,1687,3147,3 weeks ago with pneumonia ,,,,,,,,,,,,,,,,,,,,,,,,,,4,3 weeks ago with pneumonia 
1688,1688,3147,that his body was fighting another infection ,,,,,,,,,,,,,,,,,,,,,,,,,,4,that his body was fighting another infection 
1689,1689,3147,and that he would be fine. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,and that he would be fine. 
1690,1690,3147,"The consultant diagnosed him with sweets syndrome, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"The consultant diagnosed him with sweets syndrome, "
1691,1691,3147,he said that wasn't right. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,he said that wasn't right. 
1692,1692,3147,I don't have any faith in doctors anymore.,,,,,,,,,,,,,,,,,,,,,,,,,,4,I don't have any faith in doctors anymore.
1693,1693,3147,3 month later it is still on my mind ,,,,,,,,,,,,,,,,,,,,,,,,,,4,3 month later it is still on my mind 
1694,1694,3147,"as all my sons fingers, toes have peeled ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"as all my sons fingers, toes have peeled "
1695,1695,3147,all his finger nails and toes nails have fallen off.,,,,,,,,,,,,,,,,,,,,,,,,,,4,all his finger nails and toes nails have fallen off.
1696,1696,3147, my son has another viral infection ,,,,,,,,,,,,,,,,,,,,,,,,,,4, my son has another viral infection 
1697,1697,3147,"and we wanted to make sure it didn't go to his chest, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"and we wanted to make sure it didn't go to his chest, "
1698,1698,3147,we just mentioned how ill he was back in March ,,,,,,,,,,,,,,,,,,,,,,,,,,4,we just mentioned how ill he was back in March 
1699,1699,3147,he said sounds to me like Kawasaki disease. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,he said sounds to me like Kawasaki disease. 
1700,1700,3147, he hasn't had no treatment ,,,,,,,,,,,,,,,,,,,,,,,,,,4, he hasn't had no treatment 
1701,1701,3147,now I'm worried it could affect his heart.,,,,,,,,,,,,,,,,,,,,,,,,,,4,now I'm worried it could affect his heart.
1702,1702,3147,"I just wanted to no how Kd effected your son,",,,,,,,,,,,,,,,,,,,,,,,,,,4,"I just wanted to no how Kd effected your son,"
1703,1703,3147,Hope to hear from you soon,,,,,,,,,,,,,,,,,,,,,,,,,,4,Hope to hear from you soon
1704,1704,3147,I did try to put a picture of him on this link,,,,,,,,,,,,,,,,,,,,,,,,,,4,I did try to put a picture of him on this link
1705,1705,3147," but I couldn't,",,,,,,,,,,,,,,,,,,,,,,,,,,4," but I couldn't,"
1706,1706,3147,Glad to hear you little one is making a full recovery ,,,,,,,,,,,,,,,,,,,,,,,,,,4,Glad to hear you little one is making a full recovery 
1707,1707,3148,I know how upsetting this problem can be ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,I know how upsetting this problem can be 
1708,1708,3148,my child suffered from this problem for many years. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,my child suffered from this problem for many years. 
1709,1709,3148, we came to a point where there was nothing else left to try. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4, we came to a point where there was nothing else left to try. 
1710,1710,3148,I was ready to try anything at that point. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,I was ready to try anything at that point. 
1711,1711,3148,It takes about 30 mins per night. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,It takes about 30 mins per night. 
1712,1712,3148,My son was dry immediately. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,My son was dry immediately. 
1713,1713,3148,I still can't quite believe it all worked out ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,I still can't quite believe it all worked out 
1714,1714,3148,but I'm not going to question it. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,but I'm not going to question it. 
1715,1715,3148,My son was 9 and a 1/2 at that point. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,My son was 9 and a 1/2 at that point. 
1716,1716,3148,I'm not saying this book will work for everyone ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,I'm not saying this book will work for everyone 
1717,1717,3148,I would feel very bad if someone bought it on my say so ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,I would feel very bad if someone bought it on my say so 
1718,1718,3148,"it didn't work for them, ",,,9,,,,,,,,,,,,,,,,,,,,,,,4,"it didn't work for them, "
1719,1719,3148,The book is very much about them taking control of their own body ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,The book is very much about them taking control of their own body 
1720,1720,3148,He abs believed it and it worked.   ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,He abs believed it and it worked.   
1721,1721,3148,"If you are desperate like I was, it may be worth a try. ",,,9,,,,,,,,,,,,,,,,,,,,,,,4,"If you are desperate like I was, it may be worth a try. "
1722,1722,3149,I have a lovely son who is 9 ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,I have a lovely son who is 9 
1723,1723,3149,whose school life in particular is getting worse. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,whose school life in particular is getting worse. 
1724,1724,3149,He doesn't respond well to some people ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,He doesn't respond well to some people 
1725,1725,3149,will argue back ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,will argue back 
1726,1726,3149,he does feel that some teachers/teaching assistants don't like him ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,he does feel that some teachers/teaching assistants don't like him 
1727,1727,3149,he doesn't respond well back to them. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,he doesn't respond well back to them. 
1728,1728,3149,He does play well with others ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,He does play well with others 
1729,1729,3149,shows off and is silly with large groups. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,shows off and is silly with large groups. 
1730,1730,3149,his teacher last year did not like him ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,his teacher last year did not like him 
1731,1731,3149,could not manage him ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,could not manage him 
1732,1732,3149,made it very obvious ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,made it very obvious 
1733,1733,3149, he has such a negative stigma at that school now ,,,9,,,,,,,,,,,,,,,,,,,,,,,4, he has such a negative stigma at that school now 
1734,1734,3149,I feel that label of causing trouble is going to stay with him. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,I feel that label of causing trouble is going to stay with him. 
1735,1735,3149,He has been blamed for things that transpire ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,He has been blamed for things that transpire 
1736,1736,3149,were nothing to do with him ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,were nothing to do with him 
1737,1737,3149,but other kids feel it easy to say it was him ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,but other kids feel it easy to say it was him 
1738,1738,3149,because people believe it!!!! ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,because people believe it!!!! 
1739,1739,3149,There is one mum in particular who goes into school ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,There is one mum in particular who goes into school 
1740,1740,3149,everytime her son so much as complains about mine ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,everytime her son so much as complains about mine 
1741,1741,3149,"she has her own little ""harem"" of mums at school ",,,9,,,,,,,,,,,,,,,,,,,,,,,4,"she has her own little ""harem"" of mums at school "
1742,1742,3149,"who know all think my child is the ""devil"". ",,,9,,,,,,,,,,,,,,,,,,,,,,,4,"who know all think my child is the ""devil"". "
1743,1743,3149,I am very keen now to move school ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,I am very keen now to move school 
1744,1744,3149,now singling him out more and more ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,now singling him out more and more 
1745,1745,3149,is making him feel different. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,is making him feel different. 
1746,1746,3149,his friends say nothing happens on the way home and back!!! ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,his friends say nothing happens on the way home and back!!! 
1747,1747,3149,He really is a little love ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,He really is a little love 
1748,1748,3149,he is always so affectionate with me. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,he is always so affectionate with me. 
1749,1749,3149,He doesn't get on with his older brother at all ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,He doesn't get on with his older brother at all 
1750,1750,3149,there is a lot of fighting ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,there is a lot of fighting 
1751,1751,3149,not necessarily physical but constant bits and pieces. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,not necessarily physical but constant bits and pieces. 
1752,1752,3149,His dad is very hard on him too which he doesn't alwasy respond too. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,His dad is very hard on him too which he doesn't alwasy respond too. 
1753,1753,3149,He doesn't have much concentration span ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,He doesn't have much concentration span 
1754,1754,3149,does fidget a lot. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,does fidget a lot. 
1755,1755,3149,It is now having a negative effect on me ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,It is now having a negative effect on me 
1756,1756,3149,as I am not sleeping ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,as I am not sleeping 
1757,1757,3149,am feeling low all the time ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,am feeling low all the time 
1758,1758,3149,as just want people to see him as I see him ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,as just want people to see him as I see him 
1759,1759,3149,people who know him well that he isn't the child they think they know.,,,9,,,,,,,,,,,,,,,,,,,,,,,4,people who know him well that he isn't the child they think they know.
1760,1760,3149,Am I doing the right thing in moving him ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,Am I doing the right thing in moving him 
1761,1761,3149,#NAME?,,,9,,,,,,,,,,,,,,,,,,,,,,,4,#NAME?
1762,1762,3149,Thank you for this. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,Thank you for this. 
1763,1763,3149,Yes was thinking about going to the doctors,,,9,,,,,,,,,,,,,,,,,,,,,,,4,Yes was thinking about going to the doctors
1764,1764,3149, about it all anyway ,,,9,,,,,,,,,,,,,,,,,,,,,,,4, about it all anyway 
1765,1765,3149,it's just getting the right one who will help. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,it's just getting the right one who will help. 
1766,1766,3149,Thanks for this ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,Thanks for this 
1767,1767,3149,#NAME?,,,9,,,,,,,,,,,,,,,,,,,,,,,4,#NAME?
1768,1768,3149,I glad it all worked out for you in the end. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,I glad it all worked out for you in the end. 
1769,1769,3149,I don't want anyone to try and change him ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,I don't want anyone to try and change him 
1770,1770,3149,he is fab as he is ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,he is fab as he is 
1771,1771,3149,just want them to help rather than constant negativity and critisim ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,just want them to help rather than constant negativity and critisim 
1772,1772,3149, will see from there,,,9,,,,,,,,,,,,,,,,,,,,,,,4, will see from there
1773,1773,3149,so hopefully a step in the right direction.,,,9,,,,,,,,,,,,,,,,,,,,,,,4,so hopefully a step in the right direction.
1774,1774,3149,Thanks again for your advice,,,9,,,,,,,,,,,,,,,,,,,,,,,4,Thanks again for your advice
1775,1775,3150,hi there my little girl has got some behavior problems ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,hi there my little girl has got some behavior problems 
1776,1776,3150,but i seem to be getting nowhere ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,but i seem to be getting nowhere 
1777,1777,3150,when she is upset or she gets told no ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,when she is upset or she gets told no 
